"priority","category","country_code","id","name","religion","denomination","address","amenity","building","lat","lng","tags_raw"
3,"missing_core_tags","NZ","w839777227","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w839789587","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w839992358","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w840711326","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w840711331","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w840727526","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w840727546","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w840764695","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w840869835","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w840869847","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w840869848","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w840869855","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w840886731","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w840886742","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w840886749","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w841068539","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w841068540","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w841068542","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w841068544","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w841068545","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w841089909","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w842893434","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w842893438","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w843311388","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w844434282","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w844434283","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w844434285","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w844439952","Unnamed Place of Worship","christian","","","","","NA","NA","{""landuse"":""religious"",""religion"":""christian""}"
3,"missing_core_tags","NZ","w844445630","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w844455379","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w844455382","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w844455383","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w844455384","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w844879218","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w844879222","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w844912739","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w845626584","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w845626586","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w845626587","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w845626589","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w845634957","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w846244318","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w846244319","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w846244321","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w846281391","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w848860414","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w848860427","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w849180883","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w849184596","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w849186908","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w849186915","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w849186916","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w849186920","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w849375630","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w851928847","Unnamed Place of Worship","christian","methodist","","","","NA","NA","{""denomination"":""methodist"",""landuse"":""religious"",""religion"":""christian""}"
3,"missing_core_tags","NZ","w851930931","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w851964962","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w851969150","Unnamed Place of Worship","christian","","","","","NA","NA","{""landuse"":""religious"",""religion"":""christian""}"
3,"missing_core_tags","NZ","w851969175","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w852537793","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w853075604","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w853197769","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w853198667","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w853219246","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w853219248","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w853219256","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w854212691","Unnamed Place of Worship","christian","anglican","","","","NA","NA","{""denomination"":""anglican"",""landuse"":""religious"",""religion"":""christian""}"
3,"missing_core_tags","NZ","w854362597","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w857390021","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w857390024","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w857450432","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w857450434","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w857450436","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w857450442","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w857456417","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w859065531","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w860018960","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w860018961","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w860018962","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w860018989","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w862941932","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w868248371","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w868248372","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w868248379","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w868248382","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w868248385","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w868248388","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w868248391","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w868248394","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w868248395","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w868248396","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w868248397","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w868248398","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w868248405","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w868248408","Unnamed Place of Worship","muslim","","","","","NA","NA","{""landuse"":""religious"",""religion"":""muslim""}"
3,"missing_core_tags","NZ","w871132972","Unnamed Place of Worship","christian","","","","","NA","NA","{""landuse"":""religious"",""religion"":""christian""}"
3,"missing_core_tags","NZ","w871132973","Unnamed Place of Worship","christian","","","","","NA","NA","{""landuse"":""religious"",""religion"":""christian""}"
3,"missing_core_tags","NZ","w871132977","Unnamed Place of Worship","christian","","","","","NA","NA","{""landuse"":""religious"",""religion"":""christian""}"
3,"missing_core_tags","NZ","w871132978","Unnamed Place of Worship","christian","","","","","NA","NA","{""landuse"":""religious"",""religion"":""christian""}"
3,"missing_core_tags","NZ","w871132983","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w871532314","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious"",""start_date"":""2022""}"
3,"missing_core_tags","NZ","w872850421","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w872850431","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w872850432","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w872885562","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w879108860","Unnamed Place of Worship","unknown","","","","","NA","NA","{""check_date"":""2025-08-16"",""landuse"":""religious""}"
3,"missing_core_tags","NZ","w879108862","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w879108873","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w880459871","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w881756122","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
3,"missing_core_tags","NZ","w883095903","Unnamed Place of Worship","christian","jehovahs_witness","","","","NA","NA","{""denomination"":""jehovahs_witness"",""landuse"":""religious"",""religion"":""christian""}"
3,"missing_core_tags","NZ","w883378540","Unnamed Place of Worship","unknown","","","","","NA","NA","{""landuse"":""religious""}"
